id,texto,fecha,likes,retweets,respuestas,impresiones,idioma,autor_id,tema,longitud_texto,contiene_hashtags,num_hashtags,contiene_menciones,num_menciones,contiene_url,es_retweet,num_palabras,es_mayusculas,tiene_signos_exclamacion,tiene_signos_pregunta,engagement_total,ratio_like_retweet,sesgo_politico,sesgo_confirmacion,lenguaje_emocional,contiene_desinformacion,polarizacion,contiene_corrupción,contiene_dictadura,contiene_democracia,contiene_fraude,contiene_mentira,contiene_verdad,contiene_traición,contiene_patriota,contiene_socialismo,contiene_capitalismo,contiene_libertad,contiene_opresión,TipoSesgo
1985755475439133113,"RT @el_pais: 📺 TV en DIRECTO | Ángel Víctor Torres: ""No hay ningún párrafo en el que se demande al juez que haga investigación alguna con r…",2025-11-04 17:06:13+00:00,0,23,0,0,es,1727023548911292416,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,0,1,27,0,0,0,23,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755471374897261,RT @El_Plural: Las dos comidas secretas de Aznar con Mazón: “Tú no vas a dimitir. El PP no va a cargar con las muertes” https://t.co/RebO1G…,2025-11-04 17:06:12+00:00,0,1012,0,0,es,1061964906667352064,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,1,1,25,0,0,0,1012,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755455445221716,RT @El_Plural: Las dos comidas secretas de Aznar con Mazón: “Tú no vas a dimitir. El PP no va a cargar con las muertes” https://t.co/RebO1G…,2025-11-04 17:06:08+00:00,0,1012,0,0,es,3320598807,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,1,1,25,0,0,0,1012,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755406275142024,"RT @libertaddigital: Koldo hacía de intermediario con el Gobierno para Torres: ""Yo te ayudo en todo, lo conseguiré""

✍️ @paco_cobosg 

http…",2025-11-04 17:05:57+00:00,0,13,0,0,es,4839593813,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,2,1,1,21,0,0,0,13,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,Apelación Emocional
1985755393759559722,"RT @MLopezSanMartin: 🚨 Analistas del @Banxico advierten los mayores frenos para el crecimiento en México los próximos 6 meses:

- Insegurid…",2025-11-04 17:05:54+00:00,0,529,0,0,es,159335432,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,2,0,1,21,0,0,0,529,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755393444786418,"RT @alvarosarco: Betssy Chávez no es ninguna perseguida política, ella es una procesada por conspiración contra el Estado... Los que preten…",2025-11-04 17:05:54+00:00,0,75,0,0,es,1935809879308197889,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,0,1,21,0,0,0,75,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755387078066630,"RT @voz_populi: 🔴 ÚLTIMA HORA | Torres, triunfalista pese a que la UCO evidencia sus gestiones directas en los pagos: ""Demandaré a Aldama""…",2025-11-04 17:05:52+00:00,0,35,0,0,es,976949303771049986,política México OR política España OR política opinión lang:es -is:retweet,139,0,0,1,1,0,1,23,0,0,0,35,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755379188301951,"RT @GustavoRocMtz: #ULTIMAHORA
viene @FelipeCalderon a México y dice ""Haré lo que sea necesario para ayudar a México"" días después asesinan…",2025-11-04 17:05:50+00:00,0,645,0,0,es,413651003,política México OR política España OR política opinión lang:es -is:retweet,140,1,1,1,2,0,1,21,0,0,0,645,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755362520174795,"RT @el_pais: 📺 TV en DIRECTO | Ángel Víctor Torres: ""Aldama dice que tiene una relación estrecha conmigo. En la carpeta donde están las con…",2025-11-04 17:05:46+00:00,0,14,0,0,es,187880567,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,0,1,25,0,0,0,14,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755357201813818,RT @El_Plural: Las dos comidas secretas de Aznar con Mazón: “Tú no vas a dimitir. El PP no va a cargar con las muertes” https://t.co/RebO1G…,2025-11-04 17:05:45+00:00,0,1012,0,0,es,534227659,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,1,1,25,0,0,0,1012,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755350746759500,"RT @1jonatan2: El gobierno de la 4T impulsa una política en contra de la violencia, en donde las causas son combatidas con base en la econo…",2025-11-04 17:05:43+00:00,0,19,0,0,es,1632861113074196483,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,0,1,26,0,0,0,19,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755349593239825,"RT @voz_populi: Ayuso, acerca de las pesquisas de la UCO sobre Torres: “No queda nada por corromper” 

Por @MCortijo16 

https://t.co/os0bx…",2025-11-04 17:05:43+00:00,0,2,0,0,es,1491495540139380740,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,2,1,1,20,0,0,0,2,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755334737014832,"RT @Ilad_media: ILAD Media 🎙️| Betssy Chávez se asiló en la residencia de la Embajada de México, la noticia fue nada por el ministro de Rel…",2025-11-04 17:05:40+00:00,0,24,0,0,es,1480545971822108674,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,0,1,26,0,0,0,24,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755326214266984,"@catrina_nortena Es repugnante y me llena de frustración que generalices por unos cuantos, y manchen el malestar del pueblo. Que triste ver como para ustedes la muerte de un idealista no vale nada. No puedo creer que la política en México preorice atacar causas justas y no la podredumbre.",2025-11-04 17:05:37+00:00,0,0,2,5,es,1486780520616939533,política México OR política España OR política opinión lang:es -is:retweet,289,0,0,1,1,0,0,49,0,0,0,2,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Apelación Emocional
1985755325614494038,"RT @Mr_Civico: 🚨Contra la crisis de inseguridad en México: 🇲🇽🫰🏻 

👇🏻Por eso, este sábado 8 de noviembre, se invita a todo el pueblo mexican…",2025-11-04 17:05:37+00:00,0,241,0,0,es,481563714,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,0,1,24,0,0,0,241,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Apelación Emocional
1985755321013289351,"RT @el_pais: 📺 TV en DIRECTO | Ángel Víctor Torres: ""Aldama dice que tiene una relación estrecha conmigo. En la carpeta donde están las con…",2025-11-04 17:05:36+00:00,0,17,0,0,es,1888990500633378816,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,0,1,25,0,0,0,17,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755303464288418,"RT @El_Plural: 🔴 #ÚLTIMAHORA | Torres anuncia una demanda contra Víctor de Aldama por ""graves acusaciones"" tras conocerse el informe de la…",2025-11-04 17:05:32+00:00,0,116,0,0,es,4897884747,política México OR política España OR política opinión lang:es -is:retweet,139,1,1,1,1,0,1,22,0,0,0,116,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755292735574271,"RT @El_Plural: 🔴 #ÚLTIMAHORA | Torres anuncia una demanda contra Víctor de Aldama por ""graves acusaciones"" tras conocerse el informe de la…",2025-11-04 17:05:29+00:00,0,116,0,0,es,86781321,política México OR política España OR política opinión lang:es -is:retweet,139,1,1,1,1,0,1,22,0,0,0,116,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755276218150949,"RT @Liberfach0: ⚠️🇲🇽 | REPUGNANTE: Tras varias investigaciones, la Cancillería de Perú descubrió que el gobierno de México, liderado por Sh…",2025-11-04 17:05:26+00:00,0,3858,0,0,es,853189846868865024,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,0,1,21,0,0,0,3858,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755269926707620,"RT @ArturoVill7: Cristina Llorens, esposa del futbolista Sergio Canales, compartió una imagen en homenaje a Carlos Manzo.

Ella es de Santa…",2025-11-04 17:05:24+00:00,0,789,0,0,es,529640502,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,0,1,21,0,0,0,789,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755263207686573,RT @fcarrionmolina: 🇪🇭🇲🇦 Hoy escribe Odón Elorza en @elindepcom sobre la traición que la política española ha firmado contra los saharauis.…,2025-11-04 17:05:22+00:00,0,9,0,0,es,1336075451068977154,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,2,0,1,21,0,0,0,9,0.0,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,Apelación Emocional
1985755261835858371,"RT @voz_populi: 🔴 ÚLTIMA HORA | Torres, triunfalista pese a que la UCO evidencia sus gestiones directas en los pagos: ""Demandaré a Aldama""…",2025-11-04 17:05:22+00:00,0,45,0,0,es,856108627953946628,política México OR política España OR política opinión lang:es -is:retweet,139,0,0,1,1,0,1,23,0,0,0,45,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755257771864190,"RT @MElenaPerezJaen: Mira @Claudiashein, tu inepto gobierno es noticia en España. Y sí, es verdad, tú abandonaste a Carlos Manzo como lo di…",2025-11-04 17:05:21+00:00,0,332,0,0,es,1256017760515063808,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,2,0,1,23,0,0,0,332,0.0,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,Falacia Ad Hominem
1985755244064625145,RT @Rodpac: El embajador Robert Lighthizer en México con un planteamiento potente en cuanto al fracaso del sistema de comercio global en el…,2025-11-04 17:05:18+00:00,0,14,0,0,es,1702424923929452544,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,0,1,23,0,0,0,14,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755242688848050,"Dale leña con cojones a ese bulero mangante Torres anuncia una demanda contra Víctor de Aldama por ""graves acusaciones"" tras conocerse el informe de la UCO via @El_Plural https://t.co/aiOUvDYCmE",2025-11-04 17:05:18+00:00,0,0,0,2,es,1455269986478534658,política México OR política España OR política opinión lang:es -is:retweet,194,0,0,1,1,1,0,29,0,0,0,0,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755242038776046,"RT @pedroferriz3: Entonces a ver si entiendo,

@Claudiashein deja el pueblo de México, en total indefensión, se alía con los narcos, tiene…",2025-11-04 17:05:17+00:00,0,1461,0,0,es,1791297993339256832,política México OR política España OR política opinión lang:es -is:retweet,139,0,0,1,2,0,1,22,0,0,0,1461,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Apelación Emocional
1985755234849702024,RT @El_Plural: Las dos comidas secretas de Aznar con Mazón: “Tú no vas a dimitir. El PP no va a cargar con las muertes” https://t.co/RebO1G…,2025-11-04 17:05:16+00:00,0,1037,0,0,es,1008823990683566080,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,1,1,25,0,0,0,1037,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755205388898604,RT @PabloIglesias: El México de Lázaro Cárdenas recibió a millares de demócratas españoles salvándoles de los pelotones de fusilamiento y l…,2025-11-04 17:05:09+00:00,0,1053,0,0,es,1128923445088202752,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,0,1,21,0,0,0,1053,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755191107567706,"RT @El_Plural: 🔴 #ÚLTIMAHORA | Torres anuncia una demanda contra Víctor de Aldama por ""graves acusaciones"" tras conocerse el informe de la…",2025-11-04 17:05:05+00:00,0,136,0,0,es,16435595,política México OR política España OR política opinión lang:es -is:retweet,139,1,1,1,1,0,1,22,0,0,0,136,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755181376504151,RT @El_Plural: Óscar Puente apunta a Abascal tras la dimisión de Mazón: “O pide elecciones o hace de comparsa del PP” https://t.co/IuG7xDyV…,2025-11-04 17:05:03+00:00,0,49,0,0,es,1615027042486976528,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,1,1,22,0,0,0,49,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755177564119285,"RT @voz_populi: 🔴 ÚLTIMA HORA | Torres, triunfalista pese a que la UCO evidencia sus gestiones directas en los pagos: ""Demandaré a Aldama""…",2025-11-04 17:05:02+00:00,0,47,0,0,es,356425264,política México OR política España OR política opinión lang:es -is:retweet,139,0,0,1,1,0,1,23,0,0,0,47,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755171935105332,"RT @el_pais: 📺TV EN DIRECTO | Álvarez recuerda a su padre: ""Mi padre se llamaba Manuel, y era barbero. No quería morir, ese día se había pu…",2025-11-04 17:05:01+00:00,0,161,0,0,es,2330347873,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,0,1,27,0,0,0,161,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755162288537624,Nunca vi a un empresario de MEXICO quejarse del gobierno cuando le condonaban impuestos e importarle el país y meterse en política hasta que le tocaron el bolsillo,2025-11-04 17:04:58+00:00,0,0,0,2,es,1638792416873332737,política México OR política España OR política opinión lang:es -is:retweet,163,0,0,0,0,0,0,28,0,0,0,0,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755154780443028,"RT @Maria12051990: @pacomarhuenda Ni tan mal igual hay que darle una vuelta a esto, la militancia de VOX igual debemos empezar a pedir ELEC…",2025-11-04 17:04:57+00:00,0,2,0,0,es,1453792259405668354,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,2,0,1,24,0,0,0,2,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755153450840416,"RT @El_Plural: 🔴 #ÚLTIMAHORA | Torres anuncia una demanda contra Víctor de Aldama por ""graves acusaciones"" tras conocerse el informe de la…",2025-11-04 17:04:56+00:00,0,154,0,0,es,1079035159889039361,política México OR política España OR política opinión lang:es -is:retweet,139,1,1,1,1,0,1,22,0,0,0,154,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755138636627989,"RT @Liberfach0: ⚠️🇲🇽 | REPUGNANTE: Tras varias investigaciones, la Cancillería de Perú descubrió que el gobierno de México, liderado por Sh…",2025-11-04 17:04:53+00:00,0,3940,0,0,es,1749526196486807553,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,0,1,21,0,0,0,3940,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755134689735150,RT @El_Plural: Las dos comidas secretas de Aznar con Mazón: “Tú no vas a dimitir. El PP no va a cargar con las muertes” https://t.co/RebO1G…,2025-11-04 17:04:52+00:00,0,1049,0,0,es,3025326429,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,1,1,25,0,0,0,1049,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755134303908181,"RT @El_Plural: 🔴 #ÚLTIMAHORA | Torres anuncia una demanda contra Víctor de Aldama por ""graves acusaciones"" tras conocerse el informe de la…",2025-11-04 17:04:52+00:00,0,154,0,0,es,1789227981291843584,política México OR política España OR política opinión lang:es -is:retweet,139,1,1,1,1,0,1,22,0,0,0,154,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755125575516670,"RT @MashiRafael: Error: se encuentra recluido en La Roca por persecución política y odio de Diana Salazar.
El Caso Reconstrucción, por el q…",2025-11-04 17:04:50+00:00,0,376,0,0,es,1376245386097086466,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,0,1,23,0,0,0,376,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Apelación Emocional
1985755109804982690,"RT @TheObjective_es: 🔴 ÚLTIMA HORA

Ángel Víctor Torres se aferra al cargo y anuncia una demanda contra Víctor de Aldama.

https://t.co/aoH…",2025-11-04 17:04:46+00:00,0,174,0,0,es,1756395163675459584,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,1,1,21,0,0,0,174,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755094173041143,RT @El_Plural: Las dos comidas secretas de Aznar con Mazón: “Tú no vas a dimitir. El PP no va a cargar con las muertes” https://t.co/RebO1G…,2025-11-04 17:04:42+00:00,0,1059,0,0,es,1551099303745183746,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,1,1,25,0,0,0,1059,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755072123343181,RT @fcarrionmolina: 🇪🇭🇲🇦 Hoy escribe Odón Elorza en @elindepcom sobre la traición que la política española ha firmado contra los saharauis.…,2025-11-04 17:04:37+00:00,0,9,0,0,es,1207234817605193730,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,2,0,1,21,0,0,0,9,0.0,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,Apelación Emocional
1985755065735688443,"RT @MElenaPerezJaen: Mira @Claudiashein, tu inepto gobierno es noticia en España. Y sí, es verdad, tú abandonaste a Carlos Manzo como lo di…",2025-11-04 17:04:35+00:00,0,364,0,0,es,102484682,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,2,0,1,23,0,0,0,364,0.0,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,Falacia Ad Hominem
1985755064502256039,RT @El_Plural: Las dos comidas secretas de Aznar con Mazón: “Tú no vas a dimitir. El PP no va a cargar con las muertes” https://t.co/RebO1G…,2025-11-04 17:04:35+00:00,0,1059,0,0,es,252339040,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,1,1,25,0,0,0,1059,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755054419362138,"RT @alitomorenoc: Condenamos la torpeza con la que MORENA ha manejado la política exterior de México. No sólo carecen de oficio, sino que t…",2025-11-04 17:04:33+00:00,0,245,0,0,es,1137807190167654401,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,0,1,24,0,0,0,245,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755047322370058,"RT @TheObjective_es: 🔴 ÚLTIMA HORA

Ángel Víctor Torres se aferra al cargo y anuncia una demanda contra Víctor de Aldama.

https://t.co/aoH…",2025-11-04 17:04:31+00:00,0,186,0,0,es,250592931,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,1,1,21,0,0,0,186,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755043870519643,"RT @TheObjective_es: 🔴 ÚLTIMA HORA

Ángel Víctor Torres se aferra al cargo y anuncia una demanda contra Víctor de Aldama.

https://t.co/aoH…",2025-11-04 17:04:30+00:00,0,186,0,0,es,865568093925462016,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,1,1,21,0,0,0,186,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755041857450272,"🌐 México reafirma su tradición humanista de asilo
Nuestro país rechazó la ruptura diplomática por parte de Perú y defendió que el otorgamiento de refugio político no es una injerencia.
🔗 https://t.co/ZxXXVuvaBj
#Diplomacia #AsiloPolítico #MéxicoPerú https://t.co/g7I85NOJ8Z",2025-11-04 17:04:30+00:00,0,0,0,24,es,1463349449346924556,política México OR política España OR política opinión lang:es -is:retweet,273,1,3,0,0,1,0,36,0,0,0,0,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755037973295324,RT @opinioncandela: Muy triste pero necesario tener que romper relaciones con el hermano país de México 🇲🇽 por la terrible política de su a…,2025-11-04 17:04:29+00:00,0,17,0,0,es,1292190790471553025,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,0,1,24,0,0,0,17,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755028661883370,RT @DanteBobadilla: Buen aclare de @CesarNakazaki sobre el asilo de Betsy Chávez: no es una perseguida política. Está huyendo de la justici…,2025-11-04 17:04:27+00:00,0,172,0,0,es,151759171,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,2,0,1,22,0,0,0,172,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755027261296739,"RT @TheObjective_es: 🔴 ÚLTIMA HORA

Ángel Víctor Torres se aferra al cargo y anuncia una demanda contra Víctor de Aldama.

https://t.co/aoH…",2025-11-04 17:04:26+00:00,0,195,0,0,es,3143110821,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,1,1,21,0,0,0,195,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755025671430526,"RT @MElenaPerezJaen: Mira @Claudiashein, tu inepto gobierno es noticia en España. Y sí, es verdad, tú abandonaste a Carlos Manzo como lo di…",2025-11-04 17:04:26+00:00,0,375,0,0,es,1494112397346418692,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,2,0,1,23,0,0,0,375,0.0,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,Falacia Ad Hominem
1985755017790279710,"RT @malefica_99: Qué absolutamente nauseabundo es todo esto.
Qué absolutamente corrompida está la política
Qué absolutamente mafiosa y vomi…",2025-11-04 17:04:24+00:00,0,4,0,0,es,1289131159574786048,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,0,1,19,0,0,0,4,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985755000933355943,RT @IndiraHuilca: Romper relaciones con México por caso Betssy Chávez solo evidencia descomposición de la Cancillería. En una decisión desm…,2025-11-04 17:04:20+00:00,0,76,0,0,es,154291986,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,0,1,20,0,0,0,76,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985754998479655388,"RT @Liberfach0: ⚠️🇲🇽 | REPUGNANTE: Tras varias investigaciones, la Cancillería de Perú descubrió que el gobierno de México, liderado por Sh…",2025-11-04 17:04:19+00:00,0,4009,0,0,es,58889520,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,1,0,1,21,0,0,0,4009,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
1985754985347629114,"RT @RESObradorista: @EAnthonyWayne la incursión de cualquiera de sus agencias o de su fuerza militar en México ¡ES INACEPTABLE!, se constit…",2025-11-04 17:04:16+00:00,0,11,0,0,es,1330231457005105152,política México OR política España OR política opinión lang:es -is:retweet,140,0,0,1,2,0,1,21,0,1,0,11,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sin Clasificar
